Taxon	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	12P2	9M2	1M1	Al12Post3	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cryptosporangiaceae	0.000169769679135	0.000112296462661	0.0	0.000852393805938	0.0	0.0	0.000112157918349	0.000111333778668	0.0	0.000167663332029	0.000165782493369	0.0	0.0	0.000110766504209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.73305566073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae	0.0	5.61482313307e-05	0.000101229943817	0.00165743240044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000641405170712	0.0	0.00101424776624	0.0	4.84966052376e-05	0.0	0.000307960786327	0.0	0.0	0.0	0.0	0.0	4.86665368892e-05	0.0	0.0	0.0	4.98181637025e-05	0.0030340381151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000879292657906	0.000294941749005	9.84688100044e-05	4.81162488572e-05	0.0	0.0	0.0	0.0	0.000436046511628	0.000199084212622	0.0	0.0	0.0	0.0	0.0	0.000379398653135	4.84238051426e-05	0.0	0.0	4.87709715178e-05	0.0	0.0	4.92271339963e-05	4.81347773767e-05	0.0	0.00104127224536	0.0	0.0	0.0	0.0	0.0	0.000447917185089	0.0	0.0	0.0	0.0	0.0	0.0	0.000991080277502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000708449440325	0.0	0.0	0.0	0.00023627256403	0.0	0.0	0.0	0.000710967864253	0.0	0.0	0.0	0.0	0.0	0.000531375295879	0.0	0.0	9.79911807937e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.82415939023e-05	0.0	0.0	0.0	0.0	0.000144023043687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019263183241	0.000203221053701	0.0	0.0	0.0	0.000530990538714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023250181642	0.0	0.0	0.0	4.87852473412e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127946459328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84688100044e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015432843019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000427878672625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000337463240611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000627867664815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48226815854e-05	0.0	0.0	0.0	0.000616230565036	0.0	4.92853622474e-05	4.73462430756e-05	0.0	0.0	4.9414438899e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82975126781e-05	0.0	0.0	0.000288336777356	0.000102653595442	0.0	0.0	9.7508653893e-05	0.0	0.0	0.0	0.0	0.0	0.000823483820965	0.00039854530962	0.000142220536645	0.0	0.0	0.000338966635998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000288697493143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000377358490566	0.0	0.000142274494926	4.84238051426e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104514009854	0.000196589177766	0.0	0.0	0.0	5.06688285367e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000236149813442	0.0	0.0	0.0	0.00070881769209	0.000235427064695	0.000188332784029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019322738032	0.0	0.0	0.0	0.0	0.0	0.000916192496866	0.0	0.0	0.0	0.0	0.000636849066771	5.02411575563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000194448495455	0.0	0.000529737539128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.75704946824e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae	0.000848848395677	0.000280741156654	0.0	0.0	0.0	0.0	0.000504710632571	0.000501002004008	0.0	0.000502989996088	0.00038682581786	0.000277762346536	0.0	0.000276916260523	4.92853622474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000148016577857	0.0	0.000193190050712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000968992248062	0.0	0.0	4.90340296166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.73305566073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.70831960073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000394146918264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144892538034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	0.00198064625658	0.00134755755194	0.000455534747178	0.000615617748733	0.0	0.0	0.00269179004038	0.00155867290136	0.00213351033567	0.00162074554295	0.00176834659593	0.00222209877229	0.000853242320819	0.00149534780682	9.85707244948e-05	0.000378769944605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001036116045	0.000144780657304	0.000627867664815	0.0	0.0	0.000432505166034	0.000359287584048	0.000243854857589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9636327405e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000919562481851	0.0	0.0	0.0	0.0	0.000639512003148	0.0	0.000629967047877	0.0	0.0	0.000447939478399	0.0	0.0	0.0	0.0	0.000567161357406	0.00118562079105	0.0	0.0	0.000436469447139	0.0	0.0	0.0	0.0	0.0	0.0	0.00283983339644	0.0	0.0	0.000526366159441	0.00160764102322	0.0	0.0	0.0	0.0	4.74518363861e-05	0.000141249588022	0.00015200648561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109346771893	0.0	0.0	0.0	0.000188919850753	0.0	0.0	0.0	0.0	0.000941708258781	0.000188332784029	0.0	0.000853161437103	0.000191772940838	0.0	0.0	0.0	0.0	0.0	0.0	0.000440550198248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14006682087e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000189384972302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.90340296166e-05	0.0	0.0	0.0	0.0	0.0	0.00014800197336	0.0	0.0	0.0	0.0	0.000196908535985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000145942790426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	0.000509309037406	0.000842223469961	0.000101229943817	0.0	0.000252385038615	0.0	0.000280394795873	0.00038966822534	0.0012801062014	0.00184429665232	0.000828912466844	0.000333314815844	0.0	0.00060921577315	0.0	0.000331423701529	0.0	0.0	0.0	0.0	0.0	0.0	4.92101766645e-05	4.88472059398e-05	0.0	0.0	0.000789421748569	0.000289561314608	0.00164211543106	0.0	0.0	0.000240280647797	0.000205307190884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74068455485e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000340947834981	0.0	0.000635044697377	0.0	0.0	0.000192464995429	0.0	0.0	0.0	0.0	0.000532945736434	0.0	0.0	0.0	4.86428640918e-05	0.00179245283019	0.000283580678703	0.000711372474628	0.0	0.0	4.84966052376e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.46611132147e-05	0.0	0.0	0.0	9.45671190127e-05	0.000448609311135	0.0	0.0	0.000241138172173	0.0	0.0	0.000202675314147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000332794523153	0.0	0.0	0.0	0.000708449440325	0.0	0.000188732660187	0.0	0.0	0.0	0.0	0.0	0.00090055929472	0.0	0.0	0.0	0.000196261223689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000246998962604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000529916176896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033791938209	0.0	0.000145229220119	0.0	0.0	0.0	0.0	0.0	0.0	0.000243320842863
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Jonesiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000995921464479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae	0.000679078716541	0.000561482313307	0.0	0.0	0.0	0.0	0.000560789591745	0.000278334446671	0.0	0.000502989996088	0.00038682581786	0.00061107716238	0.0	0.00105228178999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000641405170712	0.0	9.65950253562e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71698113208e-05	0.0	4.74248316418e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00224901904488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71609130353e-05	0.000189591430467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000575539568345	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.000396129251316	0.000336889387984	0.00197398390444	0.00255718141782	0.00736964312756	5.57631182736e-05	0.00061686855092	0.000334001336005	0.000758581452683	0.000111775554686	0.00038682581786	0.000388867285151	0.00175388699279	0.000166149756314	0.000689995071464	0.00345627574452	9.73378108726e-05	4.88758553275e-05	0.0	0.000245374687147	0.000146735143067	4.87471970362e-05	0.00054131194331	9.76944118796e-05	0.00014991754535	0.00054493213118	0.000542727452141	0.00033782153371	0.00217338807051	0.0	9.69932104753e-05	0.000192224518237	0.000410614381769	4.87709715178e-05	4.87947692007e-05	0.00297401394374	4.90316253984e-05	0.0	0.000340665758225	0.0	0.0	0.000145320674288	9.9636327405e-05	0.00151701905755	0.0	0.0	0.000435814246283	4.8007681229e-05	9.72762645914e-05	0.00019435401584	0.000584482002825	0.00101635853257	9.76991842118e-05	0.0	0.0066958790803	0.00105855747486	0.0	4.85036620265e-05	0.000145377011049	0.0	0.0	0.000199084212622	0.0	0.00014710208885	0.000145928592276	0.00179245283019	0.00212685509027	0.00165986910746	0.0	0.000493339911199	0.0	9.75419430355e-05	0.000145978297893	0.000545716128392	0.000689179875948	0.0	0.00666050853226	0.00496970844377	0.0018046255402	0.0	0.00129198966408	0.00260059577285	0.00039876383212	0.00154282585975	0.000196589177766	0.0	4.74518363861e-05	0.00263665897641	0.000506688285367	0.0	0.00344518382179	0.0	0.0	0.0001001652727	0.0	0.0	0.00194922506418	0.0	0.0	0.0	0.00217257828366	0.00494443398003	0.00325563838822	0.00663904322441	0.00023627256403	0.00178924569168	0.00211874382033	0.000330126391247	0.000853161437103	4.79432352095e-05	0.00449183079125	0.0	4.90653059222e-05	0.0	0.00125597797208	0.000433881309357	0.00122375055069	4.89955903969e-05	0.0	0.000197073459132	4.82206577298e-05	0.0	0.0	0.0	9.64831878045e-05	0.0	0.0	0.00864496369115	0.0	0.0011521843495	0.000246669955599	0.000145405195812	4.91448791036e-05	0.0	0.000193190050712	0.0	0.0	0.0	0.000146006716309	0.00226342403082	0.0	0.0	0.000240465541288	0.0	0.0012067966789	4.86854917235e-05	0.000346671949287	0.0	0.000438148094056	0.000145850551801	0.000193096789766	0.000632418758513	0.0	0.000145313635263	0.000337626006849	0.0	0.0	0.00209776563567	0.00076423385556	0.00802958781449
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.0308980816026	0.0449747332959	0.00161967910108	0.0193209262679	0.000757155115845	0.000111526236547	0.0275908479139	0.0241594299711	0.0157405651432	0.0251494998044	0.0397325375774	0.027665129715	0.00402919984831	0.030183872397	0.00108427796944	0.0163818001042	0.0668710760695	0.0742424242424	0.0223353263824	0.0484369632429	0.075519686965	0.0256897728381	0.0566901235175	0.0745408362642	0.0276847733746	0.0343307242643	0.00414446417999	0.000965204382028	0.0114465105047	0.0	0.000775945683802	0.00206641357105	0.000975209156701	0.0608174014826	0.0388406362838	0.192823363073	0.0574160333415	0.00209225864302	0.00656998248005	0.0748090088302	0.0091024663107	0.0656849447781	0.0121058137797	0.0030340381151	5.10699147132e-05	5.39665407447e-05	0.0709892983391	0.0347095535286	0.025826848249	0.00597638598708	0.0498270907408	0.0553189429871	0.0423037467637	0.00639040456177	0.0138348678056	0.00125102247029	0.0806277056277	0.0880341465781	0.0668734250824	0.00297924297924	0.0551356589147	0.0620147322317	0.0331277019478	0.00392272236932	0.00841521548789	0.00174528301887	0.000425371018055	0.0081570710424	0.0749600503608	0.00552540700543	0.0570320077595	0.00512095200936	0.00238431219892	0.00302624398472	0.00689179875948	0.00423586040915	0.00350041324323	0.00525369178342	0.000664862041126	0.000449415759513	0.0014355440712	0.00160764102322	0.00174459176553	0.0105011695615	0.00398093084976	0.0693513383169	0.0	0.000753331136118	0.00288812322659	4.81997397214e-05	0.00169899476143	0.0	0.0	0.0	0.00142667889534	0.000145405195812	0.000475420747361	0.0612568463534	0.025514201763	0.0146016851781	0.00188919850753	0.000282539084573	0.00651127677645	0.00282512477634	0.00576505056233	0.00117713532348	0.0	0.0	0.00573514077164	9.5886470419e-05	0.00182634878326	0.00014991754535	0.0217359305235	0.0087972239871	0.0728950292256	0.0745793761751	0.0386215673797	0.00406663400294	0.0026232693709	0.0312361432724	0.00173594367827	0.147922226458	0.0	4.78148608588e-05	4.82415939023e-05	0.00362514084162	0.00261254019293	0.04134762634	0.0	0.0164186269803	0.000838677849038	0.000678557580458	0.00653626892078	0.0	0.0605650808983	0.00999705968833	0.0680219674342	0.000631957610228	0.00895507860028	0.0583674452203	0.0052329421328	0.0691605045672	0.0653104410138	0.00250602409639	0.00231704962348	0.00219084712756	9.90491283677e-05	0.0023770253226	0.0101260892848	0.0314064854879	0.0614047791455	0.00851332944153	0.00450210582369	0.00973601356261	0.0198717021174	0.0659952038369	0.000934671389217	0.0853253975998	0.0644822315629	0.0328483137866
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	0.0109218493577	0.00651319483436	0.000151844915726	0.00203627409196	0.000353339054061	0.0	0.008355764917	0.00873970162547	4.74113407927e-05	0.00922148326161	0.0065207780725	0.00799955558025	0.000237011755783	0.00797518830306	0.000147856086742	0.0	0.0	0.000782013685239	0.0	0.000147224812288	0.0	0.0	0.0	0.000293083235639	0.0	0.0	0.000493388592856	0.0	0.000386380101425	4.97561946462e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000882569257171	0.0	4.86665368892e-05	0.0	0.0	0.000532842472389	0.0	0.000711102683227	0.0	0.0	0.000387390441141	0.0	0.0	0.0	0.000194827334275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089800548256	0.000569097979702	0.0	0.000493339911199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.46611132147e-05	0.0	0.0	0.0	0.000851104071114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21104742053e-05	0.0	0.0	0.0	0.0	0.000237710373681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000189018051224	0.000188341651756	0.0	0.000943218260706	0.000284387145701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82415939023e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.84683986041e-05	0.00172007076863	5.14006682087e-05	0.0	0.0	0.000770787166394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00253152232121	0.0	0.000241370987207	0.000778361548939	0.0	0.0	0.0	0.000767386091127	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	0.0461207628318	0.0251544076362	0.000202459887635	0.0	0.0	5.57631182736e-05	0.0359466128309	0.0294477844578	0.000142234022378	0.0203990387302	0.0205017683466	0.0309427254041	9.48047023132e-05	0.0348360655738	0.0	0.000568154916907	0.0	0.0	0.0	0.00122687343574	0.0004402054292	0.000536219167398	0.0	0.0	0.000249862575583	0.0	0.00167752121571	0.000144780657304	0.000869355228206	0.0	0.0	0.000144168388678	0.0	0.000292625829107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000426661609936	0.0	0.0	0.000581085661711	0.0	0.0	0.0	0.000487068335687	0.000725970380408	0.0	0.0	0.0	0.0	0.0	0.0	0.000920721069975	0.0	0.0	0.000398168425244	0.000680040802448	0.0	0.0	4.71698113208e-05	0.000472634464505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92271339963e-05	0.0	0.0	0.00132525558501	0.0	0.0	0.000669920566561	0.000614686273583	0.0	0.0	0.0	0.000289365806607	0.0	0.0	5.06688285367e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000432401268377	0.00117531831538	0.0	0.0	0.0	0.0	0.0	0.00127587184576	0.00122422073642	0.0	0.000188643652141	0.000236989288084	9.5886470419e-05	0.0	0.0	0.000245326529611	0.0	0.0	0.0	0.000881100396495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82415939023e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000102801336417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000291701103603	0.000193096789766	0.000437828371278	0.000145229220119	0.0	0.0	0.0	0.0	0.0	0.00038211692778	0.0
