# The tests of significance were performed using a two-sided Student's two-sample t-test.
# Alternative hypothesis: Group 1 mean != Group 2 mean
# The nonparametric p-values were calculated using 999 Monte Carlo permutations.
# The nonparametric p-values contain the correct number of significant digits.
# Entries marked with "N/A" could not be calculated because at least one of the groups
# of distances was empty, both groups each contained only a single distance, or
# the test could not be performed (e.g. no variance in groups with the same mean).
Group 1	Group 2	t statistic	Parametric p-value	Parametric p-value (Bonferroni-corrected)	Nonparametric p-value	Nonparametric p-value (Bonferroni-corrected)
anterior vs. posterior	stomach vs. esophagus	1.23055578524	0.249680073221	1	0.139	1.000
anterior vs. stomach	anterior vs. esophagus	-0.0397408864404	0.971910038405	1	1.000	1.000
anterior vs. stomach	middle vs. posterior	0.0158651084047	0.987654076319	1	0.950	1.000
anterior vs. stomach	middle vs. stomach	0.89778303203	0.464047319358	1	0.664	1.000
anterior vs. stomach	middle vs. esophagus	0.671266129223	0.571196148461	1	1.000	1.000
anterior vs. stomach	posterior vs. stomach	0.124877435389	0.905485973856	1	0.881	1.000
anterior vs. stomach	posterior vs. esophagus	0.0625946929136	0.952514476378	1	0.921	1.000
anterior vs. stomach	stomach vs. esophagus	0.563084479341	0.673520152263	1	1.000	1.000
anterior vs. esophagus	middle vs. posterior	0.076872630595	0.940241167542	1	0.930	1.000
anterior vs. esophagus	middle vs. stomach	1.07659107745	0.394278987229	1	0.635	1.000
anterior vs. esophagus	middle vs. esophagus	0.822989122221	0.497026995709	1	1.000	1.000
anterior vs. esophagus	posterior vs. stomach	0.177491252337	0.866088928194	1	0.844	1.000
anterior vs. esophagus	posterior vs. esophagus	0.115692656109	0.912398966351	1	0.863	1.000
anterior vs. esophagus	stomach vs. esophagus	0.675076345867	0.621973833538	1	0.665	1.000
middle vs. posterior	middle vs. stomach	1.0934076366	0.299853795819	1	0.221	1.000
middle vs. posterior	middle vs. esophagus	0.806122626065	0.438921655815	1	0.450	1.000
middle vs. posterior	posterior vs. stomach	0.193071610897	0.849886634455	1	0.717	1.000
middle vs. posterior	posterior vs. esophagus	0.0833010630602	0.934881195192	1	0.819	1.000
middle vs. posterior	stomach vs. esophagus	0.824837610142	0.430781996158	1	0.579	1.000
middle vs. stomach	middle vs. esophagus	-1.40313107441	0.295680188702	1	0.323	1.000
middle vs. stomach	posterior vs. stomach	-0.792646427447	0.463916104061	1	0.559	1.000
middle vs. stomach	posterior vs. esophagus	-0.910279513033	0.404420811122	1	0.409	1.000
middle vs. stomach	stomach vs. esophagus	0.243978295517	0.847654853837	1	1.000	1.000
middle vs. esophagus	posterior vs. stomach	-0.551380344119	0.605106484669	1	0.768	1.000
middle vs. esophagus	posterior vs. esophagus	-0.657140498582	0.540130647843	1	0.819	1.000
middle vs. esophagus	stomach vs. esophagus	2.90191354349	0.211266240958	1	0.328	1.000
posterior vs. stomach	posterior vs. esophagus	-0.0892910121543	0.931045571686	1	0.616	1.000
posterior vs. stomach	stomach vs. esophagus	0.590331782798	0.586706323305	1	0.936	1.000
posterior vs. esophagus	stomach vs. esophagus	0.673641885074	0.53746027179	1	0.664	1.000
