Taxon	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al11Post2Material	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13A1	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl19Ant2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	3P3	12P2	9M2	1M1	Al12Post3	6P1	2M2	3S	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	Nl17Ant2	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	3.81075776918e-05	6.37727987756e-05	0.0	0.0	0.0320489606721	0.0	8.62054102515e-05	0.000860366437887	0.0	3.77515194987e-05	0.0	0.0	0.0	7.07989663351e-05	0.0	0.0	0.000355541814809	0.00149232914923	0.0	0.0	0.000715577998002	0.000390030088035	0.0	0.00118577075099	0.0	0.0	0.0	0.0	0.000466789313271	0.0	0.0	0.000212432619029	0.0	0.0	0.000885966293905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000290303851364	0.0	0.0	0.0	0.0	0.000155954104935	0.0	0.0	0.000448196011056	0.000734648533391	0.0	7.38967219414e-05	0.0	0.000162678336126	2.22518914108e-05	0.00108891510351	6.3626183447e-05	0.0	1.22033070962e-05	0.0	0.000114022485234	0.0	0.0	0.0	0.00039232470219	0.00131222266347	0.0	0.00132414110738	6.52997257412e-05	0.000116584086272	6.18324032709e-05	0.000372300819062	0.000128766417718	0.0	0.0	0.0	0.0	0.000106949965241	0.000415899233557	0.0	0.000136729431987	0.000293918819622	0.0	0.000572496590278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000206477493953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.59297189196e-05	0.0	0.000108386397507	0.0	0.0	0.0	0.0	0.0	0.0	0.000372162262747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.97109046144e-05	0.0	0.0	0.0	0.0	0.000132532249514	0.0	1.75312494521e-05	0.0	0.0	0.0	0.00118926265715	0.0	0.0	1.73807247762e-05	0.0	4.76705014937e-05	0.000966108899795	0.0	0.0	0.0	0.00104928507666	0.0	0.000319001878567	0.0	0.000194267347191	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	1.90537888459e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00170747532698	0.0	4.06545380628e-05	0.0	0.0	0.0	0.000202783199412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0233190827827	0.0	0.000299932515184	0.0	0.00142782613471	0.0	0.0	0.0	0.0	0.0	0.0	0.00184837328124	1.31945269102e-05	0.0	0.00157518807202	0.0	0.0	0.0	0.0210793674336	0.0	0.0	0.0	6.99937005669e-05	0.0	0.0	0.00695640651915	0.0	0.0	0.0	0.0274614003591	4.43380331648e-05	0.0002627353671	0.0	0.0	0.0	2.54504733788e-05	0.0	2.44066141924e-05	0.0	0.0	0.000965798148187	0.0	0.0	0.0	0.0	3.72328542706e-05	5.7571352495e-05	0.000761830133647	0.0155056834742	6.18324032709e-05	0.0462362160054	0.0	0.044009953786	9.64707773937e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00179290479969	2.05714755919e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000307321945348	0.0	0.0	3.17379713089e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000233762497303	0.0987846955146	0.00715309940171	0.000162579596261	0.00174177407607	0.0	0.0	0.0	3.30731578251e-05	0.000861079219288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.37912077776e-05	0.0	0.0	0.0	0.0	0.170667487348	0.154462538311	0.00915077243285	1.98554523072e-05	0.0954942506046	0.000226398007698	0.0	0.0	0.0	0.0	0.0676881541347	0.0392346865142	0.00109976876657	0.0	0.0	0.000278732695345	0.000615980288631	0.0127226905362	0.0037173076072	0.0	0.0686130540635	7.30940720708e-05	2.07486098431e-05	0.0	9.39658277606e-05	0.00830362057001	0.0211604579449	0.00382121849641	0.0	0.0	0.070230162106	0.15801517805	0.0	0.163181231016
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000534727586002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000483792936623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__	0.0	0.0	0.000121886807785	0.0	0.0	0.000353577936737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000177435299485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000175128560284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000291928185666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000499489651877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000226683937824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__Rubricoccus	0.0	0.0	0.0	0.0	0.0	0.000815949084777	0.0	0.0	0.000204897039238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95888370245e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000287285561848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000356658820173	0.0	0.0	0.0	0.0	5.82920431361e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34759426177e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000834905739142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__[Balneolaceae];g__Balneola	0.0	0.0	0.0	0.0	0.0	0.000190388119781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054130645906	0.0	0.0	0.000823745846948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000419962203402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205057223782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];Other;Other	0.0	2.12575995919e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88757597493e-05	4.06545380628e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.82329778079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;Other	0.000381075776918	0.000765273585307	0.000731320846707	0.00300986779441	0.000470775693489	0.0	0.00055171462561	0.00107545804736	0.00286855854933	0.000755030389973	0.000772436223193	0.000646643410193	0.00181214845497	0.000513292505929	0.00154622189552	0.00150386708679	7.72916988715e-05	0.000488145048815	0.000124157282445	0.000398760218231	1.35014716604e-05	0.000390030088035	0.000201155976344	0.000790513833992	9.71628449281e-05	0.000159207782076	0.00102476942688	0.000451195668522	0.00211428100717	0.00027913282735	0.000108785518472	0.000690406011843	0.000540869447637	0.0	7.87525594582e-05	1.50274250507e-05	0.000211112430564	2.13958663186e-05	5.43168300698e-05	0.000120167032175	1.98629456748e-05	5.11108082322e-05	0.0	0.00206438294304	0.000104591569919	0.0	0.000314971652551	4.10407945498e-05	2.22791578478e-05	0.0	2.86606861368e-05	0.00153133637111	0.000107509541472	1.43626570916e-05	8.86760663297e-05	0.000992555831266	6.50713344504e-05	0.000111259457054	2.59265500836e-05	0.0	0.000166608994322	0.000170846299347	0.000115865265249	0.0	2.09956119171e-05	0.00219239373602	0.00234264497878	0.00224695056709	8.6330438386e-05	1.86164271353e-05	0.000172714057485	2.17665752471e-05	0.0	0.0	1.77286104315e-05	0.0	0.0	0.0	0.00235512142388	0.00162774239207	0.000231724924689	0.00130711187689	0.00180444344198	0.000722712711931	5.87837639244e-05	0.0	0.000202057620098	0.000100796290697	0.00219140816866	0.00119443177623	0.0	0.00336110415847	0.0	7.23288067555e-05	0.000252238617732	0.0	0.0	0.00153660972674	0.0001414427157	8.84903545514e-05	0.0	0.00155354553615	0.00215517241379	0.0021508222759	0.00269995131235	0.00142700851448	0.00216432865731	0.00176646435366	0.00232529169954	0.00160166573236	0.00111430959235	0.000104449550867	1.79817305617e-05	0.0	0.000131854366852	5.41931987536e-05	9.50058586946e-05	0.0	0.00011688680348	6.11795415613e-05	3.30731578251e-05	1.9135093762e-05	0.0	0.0	0.0	0.00040192926045	3.343922421e-05	0.0	5.21553185386e-05	1.84478019444e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.79426910448e-05	5.95663569216e-05	0.0	6.96609254454e-05	5.99209044062e-05	0.000112225888268	7.36290275078e-05	3.23834196891e-05	0.0	0.0	0.0	0.0	2.12368331634e-05	4.64554492242e-05	0.0	1.73807247762e-05	4.42536619905e-05	3.17803343291e-05	0.0	5.48205540531e-05	6.22458295294e-05	0.000106634439369	4.69829138803e-05	4.78594845534e-05	0.0	2.14675196428e-05	3.53213358529e-05	7.38334317779e-05	4.72612127227e-05	0.0	3.4815304808e-05	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__	0.00537316845455	0.0109051485906	0.000223459147605	0.000761991846687	0.0	2.71983028259e-05	0.00884467509181	0.0103243972546	0.00095618618311	0.0137226773378	0.0136395975201	0.0107547009274	0.00025887835071	0.00936316329782	0.000152087399559	7.16127184188e-05	0.0	0.00188284518828	0.0	0.00242881223831	0.000837091242945	0.00052004011738	0.0	0.000612648221344	0.0	0.0	0.00577370091729	1.87998195217e-05	8.23745846948e-05	7.97522363856e-05	6.52713110831e-05	0.000159324464271	2.25362269849e-05	0.000155171076111	0.0	0.0	0.00171528849833	0.0	0.0	0.0	0.0	0.0	0.0	0.00380620605122	0.0	0.0	0.00199482046616	0.0	0.0	0.0	0.0	0.00119518936281	0.000877994588686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00249937929322	4.56089940936e-05	0.0	0.0	0.000618811881188	0.000356658820173	0.0	0.0	0.0	0.0	0.0	0.0	0.000248200546041	2.57532835437e-05	0.0	0.0	0.00030886838346	0.0	7.12999768275e-05	2.97070881112e-05	0.00161648058344	0.0	0.0	0.0	0.0	0.0	0.0	0.00010858470693	0.0	0.0	0.0	0.0	0.0	0.0	4.19480682915e-05	0.0	0.000471475719	0.00116512300159	0.0	0.0	0.0	0.0	4.42614969238e-05	0.0	4.00801603206e-05	0.0	0.0	4.0041643309e-05	0.00065001392887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000267169836525	0.00142752263643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60776592693e-05	0.0	0.0112359550562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99736348021e-05	0.000740690862568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000511009941466	0.0	0.0	0.0	0.0	0.000541020983885	0.0	0.0	0.000426537757478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026111478606	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.77689133963e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000348675034868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000713723173853	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Ferruginibacter	0.0	6.37727987756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89032220062e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter	0.00171484099613	0.00416648952	0.000304717019461	7.61991846687e-05	0.0	0.0	0.002741332046	0.00381298762246	0.000648840624253	0.00354864283287	0.00392316292306	0.00359057261976	0.0	0.00306205529399	0.000177435299485	0.0	0.000463750193229	0.00044630404463	0.0	0.0	1.35014716604e-05	0.000538612978716	0.0	0.0	0.0	0.0	0.00467394836162	0.000150398556174	0.000549163897965	9.30442757832e-05	2.17571036944e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.13958663186e-05	0.0	0.0	0.000178766511074	0.0	0.0	0.000677375653184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000998644696483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7217095865e-05	3.53857041755e-05	0.0	0.00139623314123	0.00214277658735	5.85983279944e-05	0.0	0.0	0.0	0.0	0.0	6.51508241579e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000414278809639	0.000159642401022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000244718166245	0.0	0.0	0.0	0.0	0.0	0.0005359056806	0.0	0.0	5.21553185386e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000373474977177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niabella	3.81075776918e-05	6.37727987756e-05	0.0	0.0	0.0	0.0	5.17232461509e-05	1.95537826793e-05	0.0	3.77515194987e-05	0.000121963614188	1.70169318472e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.99775050614e-05	0.0	2.74581948983e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000699937005669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31858312945e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000173899601963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
