Taxon	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	12P2	9M2	1M1	Al12Post3	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
k__Bacteria;Other;Other	0.00345198347575	0.00336889387984	0.0052133421066	0.000899749017379	0.00292766644793	0.00289968215023	0.00274786899955	0.00300601202405	0.00052152474872	0.00346504219527	0.00342617152962	0.00527748458419	0.000379218809253	0.00310146211786	0.00344997535732	0.00075753988921	0.00126539154134	0.000537634408602	4.9414438899e-05	0.00191392255975	0.0017608217168	0.00116993272887	0.000590522119974	0.00102579132474	0.00014991754535	0.00554839988111	0.00118413262285	0.00226823029777	0.0035257184255	0.0112946561847	0.00906886517944	0.0172040943822	0.00159113072935	0.000341396800624	0.00151263784522	0.000243771634733	0.00117675900956	0.0521072033476	9.73330737785e-05	0.000248040480206	0.000711924739385	0.0	9.9636327405e-05	0.000142220536645	0.0346764720903	0.0141932002159	0.00111374751828	0.000576092174748	0.00233463035019	0.00058306204752	0.00672154303249	0.000532378278966	0.000537345513165	0.000491569581674	0.000492344050022	0.00654380984458	0.00177095631641	4.85036620265e-05	0.0	0.00034188034188	9.68992248062e-05	0.000647023691021	0.00126293291883	0.0	4.86428640918e-05	0.00122641509434	9.4526892901e-05	0.000948496632837	0.000338966635998	0.00286137148495	0.000242483026188	0.000536480686695	0.000194637730524	0.0	9.84542679925e-05	0.0	0.00145850551801	0.000236652783037	0.00170964524861	0.00883850993708	0.00110058378792	0.000803820511608	0.00368856544711	0.0	9.82945888829e-05	0.00424403183024	0.00792445667647	4.70831960073e-05	0.00268544791244	0.0122427338892	0.000471942989287	0.00667014069828	0.0280730978394	0.0126208243602	0.0857535921736	0.00547692904226	0.000950841494723	0.00144133756126	0.00484818805093	0.00157985446189	0.000188919850753	0.0	0.00014154949514	0.000188341651756	0.000897835743313	4.70854129391e-05	0.0	0.000235804565176	0.00142193572851	0.00186978617317	9.87215558517e-05	0.0	0.0	9.774693319e-05	4.83068450799e-05	9.64180687461e-05	0.00572715257722	0.000293973542381	9.71581248482e-05	0.00709464452875	0.000433985919568	0.000333587495234	0.00891499292045	0.00210385387779	0.0041970186695	0.00426198990839	0.0491860932476	9.87995850417e-05	4.97240316245e-05	0.000144023043687	0.000246669955599	9.69367972082e-05	0.0	0.016499614495	0.000531272639459	0.00161717142017	0.000385393583197	9.72242477274e-05	4.86689054363e-05	0.0	0.000914494741655	0.00309313227974	0.00149088635599	4.81927710843e-05	0.0	0.0	4.95245641838e-05	0.000291064325216	0.0	0.000875103310808	0.000579290369298	0.0	0.000145229220119	4.84378784209e-05	4.82322866927e-05	0.00297362110312	4.91932310114e-05	0.000341496731388	4.77646159725e-05	0.000145992505718
k__Bacteria;p__AD3;c__ABS-6	5.65898930451e-05	0.0	0.0	0.0	0.0	0.0	0.000112157918349	5.56668893342e-05	0.0	5.58877773431e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000194297372128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.46611132147e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;Other	5.65898930451e-05	0.000112296462661	0.0	0.0	0.0	0.0	5.60789591745e-05	0.0	0.0	5.58877773431e-05	5.52608311229e-05	0.000166657407922	0.0	0.000110766504209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141256238817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__AT-s2-57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000247696423264	0.0	0.0	0.000193190050712	0.0	0.0	0.0	0.000102653595442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024287171516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5	0.00022635957218	0.000393037619315	0.0	0.0	0.0	0.0	0.000168236877524	0.000501002004008	0.0	0.000335326664059	0.000221043324492	0.000277762346536	0.0	0.000498449268941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.93388592856e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.0228623167902	0.0266704098821	0.000202459887635	0.000615617748733	0.000151431023169	0.0	0.0279834006281	0.0195390781563	0.000805992793476	0.0255407142458	0.0226016799293	0.0255541358813	0.00113765642776	0.0251993797076	4.92853622474e-05	0.0	0.0	0.000439882697947	0.0	0.00171762281003	0.0	0.000487471970362	0.0	0.0	0.0	0.0	0.00508190250641	0.0	0.00101424776624	9.95123892925e-05	0.0	0.0	0.0	0.000536480686695	0.0	0.0	0.0	0.0	0.0	0.0	0.00045766590389	0.0	0.0	0.000995543756518	0.0	5.39665407447e-05	0.000823204687424	0.00048007681229	4.86381322957e-05	0.0	0.0	0.000145194076082	0.00024424796053	0.0	0.0	0.000288697493143	0.00034435261708	0.0	0.0	0.0	0.000678294573643	0.000945650009954	0.00160295332006	0.0	0.0	0.000283018867925	9.4526892901e-05	0.000806222137911	0.0	0.0	0.0	4.87709715178e-05	0.0	0.0	0.000147681401989	0.0	0.0	0.000757288905718	0.0	9.98701687806e-05	0.000334960283281	0.00113480542815	0.0	0.0	0.0	0.000192910537738	0.0	0.0	0.0	0.0	0.00037755439143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000587659157689	0.0	9.44599253767e-05	0.0	0.0	0.000753366607025	9.45090256119e-05	0.00164798945287	0.0	9.43218260706e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039160017622	0.0	0.0	0.00049268364783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000102801336417	0.0	0.0	0.0	0.0	0.0	0.0	0.00162576842961	0.000531632110579	0.000480931082576	0.0	0.0	0.0	0.0	0.0	0.0	0.000243084253002	0.00144822592324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019105846389	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.00367834304793	0.00308815272319	0.000354304803361	0.0	0.000151431023169	0.0	0.00414984297891	0.00428635047874	0.0	0.00413569552339	0.00254199823165	0.00399977779012	0.0	0.00459680992468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000197355437142	0.0	0.0	0.0	0.0	9.61122591187e-05	0.0	0.000243854857589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000435962022864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000436131033146	0.0	0.0	0.0	0.000194297372128	0.0	0.0	0.00061320754717	0.0	0.0	0.0	0.0	0.000387972841901	0.0	0.0	0.0	0.0	0.0	0.0	4.73305566073e-05	0.0	0.0	0.000430663221361	0.000803820511608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000285252448417	0.0	0.0	0.0	0.0	0.000894707101149	0.0	0.000470854129391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__BPC102	0.0	0.0	0.0	0.0	0.0	0.0	5.60789591745e-05	0.000111333778668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__DA052	5.65898930451e-05	0.000112296462661	0.0	0.0	0.0	0.0	0.000112157918349	0.0	0.0	5.58877773431e-05	0.000110521662246	0.000111104938615	0.0	0.000110766504209	0.0	0.0	0.00092470920329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000440550198248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147856086742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__OS-K	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.52608311229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000355962369692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000355636843977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f	0.0	5.61482313307e-05	0.0	0.0	0.0	0.0	5.60789591745e-05	0.0	0.0	0.0	5.52608311229e-05	0.0	0.0	5.53832521046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000247696423264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000711924739385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000288697493143	0.0	0.0	0.0	0.0	0.0	0.0	0.000194297372128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015200648561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000480445853752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000609663161103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__S035	0.000339539358271	0.000449185850646	0.0	0.0	0.0	0.0	0.000224315836698	0.00038966822534	0.0	0.000502989996088	0.000607869142352	0.000111104938615	0.0	0.000498449268941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres	0.00418765208534	0.00555867490174	5.06149719087e-05	0.0	5.0477007723e-05	0.0	0.00543965903993	0.00478735248274	0.0	0.00542111440228	0.00541556145004	0.00449975001389	0.000663632916193	0.00559370846256	0.0	0.0	0.0	0.00229716520039	0.0	0.0	0.0	9.74943940723e-05	0.0	0.0	0.0	0.0	0.0037497533057	0.0	0.00212509055784	9.95123892925e-05	0.0	0.000240280647797	0.0	0.000390167772142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4813691097e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000390796736847	0.0	0.0	0.0	0.0	0.0	0.000581508044195	0.0	0.000968992248062	0.00099542106311	0.000340020401224	0.0	0.0	4.71698113208e-05	0.000189053785802	0.000237124158209	0.0	0.0	0.0	0.0	0.0	0.0	0.000246135669981	0.0	0.0	0.0012779250284	0.0	0.0	0.000430663221361	0.00137122322568	0.0	0.000149305728363	0.0	0.0	0.0	0.0	0.0	0.0	0.00070791448393	0.0	0.0	0.0	0.0	0.0	0.0	0.00105698087826	0.0	0.0	4.72299626883e-05	0.0	9.43663300934e-05	0.0	0.0	0.0	0.0	0.000518770043388	4.73978576168e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147805094349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14006682087e-05	0.0	0.0	0.00115618074959	0.0	0.0	0.0	0.0	0.0	0.000384744866061	0.0	0.0	0.0	0.0	0.0	0.0	0.000243084253002	0.000144822592324	0.0	0.0	0.0	0.0	0.000287769784173	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Sva0725	5.65898930451e-05	0.000112296462661	0.000708609606722	0.0	0.0	0.000446104946189	0.000280394795873	0.000222667557337	0.0	0.000111775554686	0.000221043324492	5.55524693073e-05	0.0	5.53832521046e-05	0.000492853622474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000297235707916	0.000148016577857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000392253003187	0.0	0.0	0.0	0.00289855072464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147703215007	4.81162488572e-05	0.0	0.0	0.0	0.0	0.000145348837209	0.0	0.00048574343032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000202675314147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000482975126781	0.0	0.0	0.0	0.0	0.0	0.00965300005081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
